  ,Reg #,AC #,Delivery Yr,SEAT MAP,Configuration
739ER,N75425 ,3425 ,2008 ,Slimline,20F/45E+/114Y
739ER,N75426 ,3426,2008 ,Slimline,20F/45E+/114Y
739ER,N37427 ,3427 ,2008,Slimline,20F/45E+/114Y
739ER,N75428 ,3428 ,2008,Slimline,20F/45E+/114Y
739ER,N75429 ,3429 ,2008,Slimline,20F/45E+/114Y
739ER,N77430 ,3430 ,2009 ,Slimline,20F/45E+/114Y
739ER,N77431 ,3431 ,2009 ,Slimline,20F/45E+/114Y
739ER,N75432 ,3432 ,2009 ,Slimline,20F/45E+/114Y
739ER,N75433 ,3433 ,2009 ,Slimline,20F/45E+/114Y
739ER,N37434 ,3434 ,2009 ,Slimline,20F/45E+/114Y
739ER,N75435 ,3435 ,2009 ,Slimline,20F/45E+/114Y
739ER,N75436 ,3436 ,2009 ,Slimline,20F/45E+/114Y
739ER,N37437,3437,2009 ,Slimline,20F/45E+/114Y
739ER,N78438 ,3438 ,2009 ,Slimline,20F/45E+/114Y
739ER,N57439 ,3439 ,2009 ,Slimline,20F/45E+/114Y
739ER,N45440 ,3440 ,2009 ,Slimline,20F/45E+/114Y
739ER,N53441 ,3441 ,2009 ,Slimline,20F/45E+/114Y
739ER,N53442 ,3442 ,2009 ,Slimline,20F/42E+/117Y
739ER,N38443 ,3443 ,2010 ,Slimline ,20F/45E+/114Y
739ER,N36444 ,3444 ,2010,Slimline ,20F/45E+/114Y
 73L, , , , , 
739ER,N73445 ,3445 ,2011,Slimline Sky,20F/45E+/114Y
739ER,N38446 ,3446 ,2011,Slimline Sky,20F/45E+/114Y
739ER,N36447 ,3447 ,2012 ,NEXT,20F/45E+/114Y
739ER,N78448 ,3448 ,2012 ,Slimline Sky,20F/45E+/114Y
739ER,N81449 ,3449 ,2012 ,NEXT,20F/45E+/114Y
739ER,N39450 ,3450 ,2012 ,NEXT,20F/45E+/114Y
739ER,N38451 ,3451 ,2012,NEXT,20F/45E+/114Y
739ER,N68452 ,3452 ,2012,NEXT,20F/45E+/114Y
739ER,N68453 ,3453 ,2012,NEXT,20F/45E+/114Y
739ER,N38454 ,3454 ,2012,Slimline Sky,20F/39E+/120Y
739ER,N34455 ,3455 ,2012,NEXT,20F/45E+/114Y
739ER,N37456 ,3456 ,2012,Slimline Sky,20F/39E+/120Y
739ER,N28457 ,3457 ,2012,Slimline Sky,20F/39E+/120Y
739ER,N38458 ,3458 ,2012,Slimline Sky,20F/45E+/114Y
739ER,N38459 ,3459 ,2012,Slimline Sky,20F/39E+/120Y
739ER,N34460,3460,2012,Slimline Sky,20F/39E+/120Y
739ER,N39461,3461,2012,Slimline Sky,20F/39E+/120Y
739ER,N37462,3462,2012,Slimline Sky,20F/39E+/120Y
739ER,N39463,3463,2012,NEXT,20F/45E+/114Y
739ER,N37464,3464,2012,Slimline Sky,20F/39E+/120Y
73L, ,, , ,Below w/o
739ER,N37465,3465,2013,Slimline Sky,20F/45E+/114Y
739ER,N37466 ,3466,2013,Slimline Sky,20F/45E+/114Y
739ER,N38467 ,3467,2013,Slimline Sky,20F/45E+/114Y
739ER,N37468 ,3468,2013,Slimline Sky,20F/45E+/114Y
739ER,N36469 ,3469,2013,Slimline Sky,20F/45E+/114Y
739ER,N37470 ,3470,2013,Slimline Sky,20F/45E+/114Y
739ER,N37471 ,3471,2013,Slimline Sky,20F/45E+/114Y
739ER,N36472 ,3472,2013,Slimline Sky,20F/45E+/114Y
739ER,N38473 ,3473,2013,Slimline Sky,20F/45E+/114Y
739ER,N37474 ,3474,2013,Slimline Sky,20F/45E+/114Y
739ER,N39475 ,3475,2013,Slimline Sky,20F/45E+/114Y
739ER,N36476 ,3476,2013,Slimline Sky,20F/45E+/114Y
739ER,N27477 ,3477,2013,Slimline Sky,20F/45E+/114Y
739ER,N28478 ,3478,2013,Slimline Sky,20F/45E+/114Y
739ER,N38479,3479*,2016,Slimline Sky,20F/45E+/114Y
37K, ,,Bins, , 
739ER,N68801 ,3801,2013,Slimline Sky,20F/45E+/114Y
739ER,N68802 ,3802,2013,Slimline Sky,20F/45E+/114Y
739ER,N66803 ,3803,2013,Slimline Sky,20F/45E+/114Y
739ER,N69804 ,3804,2013,Slimline Sky,20F/45E+/114Y
739ER,N68805 ,3805,2013,Slimline Sky,20F/45E+/114Y
739ER,N69806 ,3806,2013,Slimline Sky,20F/45E+/114Y
739ER,N68807 ,3807,2013,Slimline Sky,20F/45E+/114Y
739ER,N66808 ,3808,2013,Slimline Sky,20F/45E+/114Y
739ER,N64809 ,3809,2013,Slimline Sky,20F/45E+/114Y
739ER,N69810 ,3810,2013,Slimline Sky,20F/45E+/114Y
739ER,N68811 ,3811,2014,NEXT,20F/45E+/114Y
739ER,N67812 ,3812,2014,Slimline Sky,20F/45E+/114Y
739ER,N69813 ,3813,2014,Slimline Sky,20F/45E+/114Y
739ER,N66814 ,3814,2014,Slimline Sky,20F/45E+/114Y
739ER,N67815 ,3815,2014,Slimline Sky,20F/45E+/114Y
739ER,N69816 ,3816,2014,Slimline Sky,20F/45E+/114Y
739ER,N68817 ,3817,2014,Slimline Sky,20F/45E+/114Y
739ER,N69818 ,3818,2014,Slimline Sky,20F/45E+/114Y
739ER,N69819 ,3819,2014,Slimline Sky,20F/45E+/114Y
739ER,N63820 ,3820,2014,Slimline Sky,20F/45E+/114Y
739ER,N68821 ,3821,2014,Slimline Sky,20F/45E+/114Y
739ER,N68822,3822,2014,Slimline Sky,20F/45E+/114Y
739ER,N68823,3823,2014,Slimline Sky,20F/45E+/114Y
739ER,N69824,3824,2014,Slimline Sky,20F/45E+/114Y
739ER,N66825,3825,2014,Slimline Sky,20F/45E+/114Y
739ER,N69826,3826,2014,Slimline Sky,20F/45E+/114Y
739ER,N67827,3827,2014,Slimline Sky,20F/45E+/114Y
739ER,N66828,3828,2014,Slimline Sky,20F/45E+/114Y
739ER,N69829,3829,2014,Slimline Sky,20F/45E+/114Y
739ER,N69830,3830,2014,Slimline Sky,20F/45E+/114Y
739ER,N66831,3831,2014,Slimline Sky,20F/45E+/114Y
739ER,N65832,3832,2014,Slimline Sky,20F/45E+/114Y
739ER,N69833,3833,2014,Slimline Sky,20F/45E+/114Y
739ER,N68834,3834,2014,Slimline Sky,20F/45E+/114Y
739ER,N69835,3835,2014,Slimline Sky,20F/45E+/114Y
739ER,N68836,3836,2014,NEXT,20F/45E+/114Y
739ER,N66837,3837,2014,Slimline Sky,20F/45E+/114Y
739ER,N69838,3838,2014,Slimline Sky,20F/45E+/114Y
739ER,N69839,3839,2014,NEXT,20F/45E+/114Y
739ER,N69840,3840,2015,NEXT,20F/45E+/114Y
739ER,N66841,3841,2015,Slimline Sky,20F/45E+/114Y
739ER,N68842,3842,2015,NEXT,20F/45E+/114Y
739ER,N68843,3843,2015,NEXT,20F/45E+/114Y
739ER,N64844,3844,2015,NEXT,20F/45E+/114Y
739ER,N67845,3845,2015,NEXT,20F/45E+/114Y
739ER,N67846,3846,2015,NEXT,20F/45E+/114Y
739ER,N69847,3847,2015,Slimline Sky,20F/45E+/114Y
739ER,N66848,3848,2015,NEXT,20F/45E+/114Y
739ER,N62849,3849,2015,Slimline Sky,20F/45E+/114Y
739ER,N68880,3880,2015,NEXT,20F/45E+/114Y
739ER,N61881,3881,2015,Slimline Sky,20F/45E+/114Y
739ER,N61882,3882,2015,NEXT,20F/45E+/114Y
739ER,N62883,3883,2015,Slimline Sky,20F/45E+/114Y
739ER,N62884,3884,2015,Slimline Sky,20F/45E+/114Y
739ER,N69885,3885,2015,Slimline Sky,20F/45E+/114Y
739ER,N61886,3886,2015,Slimline Sky,20F/45E+/114Y
739ER,N61887,3887,2015,Slimline Sky,20F/45E+/114Y
739ER,N69888,3888,2015,Slimline Sky,20F/45E+/114Y
739ER,N62889,3889,2015,Slimline Sky,20F/45E+/114Y
739ER,N63890,3890,2015,Slimline Sky,20F/45E+/114Y
739ER,N68891,3891,2015,Slimline Sky,20F/45E+/114Y
739ER,N62892,3892,2015,Slimline Sky,20F/42E+/117Y
739ER,N66893,3893,2016,Slimline Sky,20F/45E+/114Y
739ER,N62894,3894,2016,Slimline Sky,20F/45E+/114Y
73L, ,,have,SpaceBins,
739ER,N62895,3895,2016,Slimline Sky,20F/45E+/114Y
739ER,N62896,3896,2016,Slimline Sky,20F/45E+/114Y
739ER,N66897,3897,2016,Slimline Sky,20F/45E+/114Y
739ER,N61898,3898,2016,Slimline Sky,20F/45E+/114Y
739ER,N63899,3899,2016,Slimline Sky,20F/45E+/114Y
,,,,,
39M,N67501,7501,2018,Slimline Sky,20F/48E+/111Y
39M,N37502,7502,2018,Slimline Sky,20F/48E+/111Y
39M,N27503,7503,2018,Slimline Sky,20F/48E+/111Y
39M,N37504 ,7504,2018,Slimline Sky,20F/48E+/111Y
39M,N47505 ,7505,2018,Slimline Sky,20F/48E+/111Y
39M,N37506 ,7506,2018,Slimline Sky,20F/48E+/111Y
39M,N37507 ,7507,2018,Slimline Sky,20F/48E+/111Y
39M,N37508 ,7508,2018,Slimline Sky,20F/48E+/111Y
39M,N27509,7509,2018,Slimline Sky,20F/48E+/111Y
39M,N37510 ,7510,2019,Slimline Sky,20F/48E+/111Y
39M,N27511,7511,2019,Slimline Sky,20F/48E+/111Y
39M,N47512,7512,2019,Slimline Sky,20F/48E+/111Y
39M,N37513 ,7513,2019,Slimline Sky,20F/48E+/111Y
39M,N37514,7514,2019,Slimline Sky,20F/48E+/111Y
39M,N27515,7515,2020,Slimline Sky,20F/48E+/111Y
39M,N37516,7516,2020,Slimline Sky,20F/45E+/114Y
39M,N47517,7517,2020,Slimline Sky,20F/45E+/114Y
39M,N37518,7518,2021,Slimline Sky,20F/45E+/114Y
39M,N27519,7519,2020,Slimline Sky,20F/45E+/114Y
39M,N27520,7520,2020,Slimline Sky,20F/45E+/114Y
39M,N37521,7521,2020,Slimline Sky,20F/45E+/114Y
39M,N37522,7522,2021,Slimline Sky,20F/45E+/114Y
39M,N37523,7523,2020,Slimline Sky,20F/45E+/114Y
39M,N47524,7524,2020,Slimline Sky,20F/45E+/114Y
39M,N37525,7525,2021,Slimline Sky,20F/45E+/114Y
39M,N27526,7526,2021,Slimline Sky,20F/45E+/114Y
39M,N37527,7527,2021,Slimline Sky,20F/45E+/114Y
39M,N37528,7528,2021,Slimline Sky,20F/45E+/114Y
39M,N17529,7529,2021,Slimline Sky,20F/45E+/114Y
39M,N37530,7530,2021,Slimline Sky,20F/45E+/114Y
39M,N37531,7531,2022,NEXT,20F/45E+/114Y
39M,N37532,7532,2022,NEXT,20F/45E+/114Y
39M,N47533,7533,2022,NEXT,20F/45E+/114Y
39M,N37534,7534,2022,NEXT,20F/45E+/114Y
39M,N37535,7535,2022,NEXT,20F/45E+/114Y
39M,N37536,7536,2022,NEXT,20F/45E+/114Y
39M,N37537,7537,2022,NEXT,20F/45E+/114Y
39M,N37538,7538,2022,NEXT,20F/45E+/114Y
39M,N27539,7539,2022,NEXT,20F/45E+/114Y
39M,N37540,7540,2022,NEXT,20F/45E+/114Y
39M,N37541,7541,2022,NEXT,20F/45E+/114Y
39M,N37542,7542,2022,NEXT,20F/45E+/114Y
39M,N77543,7543,2022,NEXT,20F/45E+/114Y
39M,N77544,7544,2022,NEXT,20F/45E+/114Y
39M,N37545,7545,2022,NEXT,20F/45E+/114Y
39M,N27546,7546,2022,NEXT,20F/45E+/114Y
39M,N37547,7547,2022,NEXT,20F/45E+/114Y
39M,N37548,7548,2022,NEXT,20F/45E+/114Y
39M,N37549,7549,2023,NEXT,20F/45E+/114Y
39M,N17550,7550,2023,NEXT,20F/45E+/114Y
39M,N37551,7551,2023,NEXT,20F/45E+/114Y
39M,N77552,7552,2023,NEXT,20F/45E+/114Y
39M,N37553,7553,2023,NEXT,20F/45E+/114Y
39M,N37554,7554,2023,NEXT,20F/45E+/114Y
39M,N37555,7555,2023,NEXT,20F/45E+/114Y
39M,N37556,7556,2023,NEXT,20F/45E+/114Y
39M,N17557,7557,2023,NEXT,20F/45E+/114Y
39M,N77558,7558,2023,NEXT,20F/45E+/114Y
39M,N77559,7559,2023,NEXT,20F/45E+/114Y
39M,N37560,7560,2023,NEXT,20F/45E+/114Y
39M,N37561,7561,2023,NEXT,20F/45E+/114Y
39M,N37562,7562,2023,NEXT,20F/45E+/114Y
39M,N37563,7563,2023,NEXT,20F/45E+/114Y
39M,N17564,7564,2023,NEXT,20F/45E+/114Y
39M,N17565,7565,2023,NEXT,20F/45E+/114Y
39M,N17566,7566,2023,NEXT,20F/45E+/114Y
39M,N37567,7567,2023,NEXT,20F/45E+/114Y
39M,N27568,7568,2023,NEXT,20F/45E+/114Y
39M,N47569,7569,2023,NEXT,20F/45E+/114Y
39M,N47570,7570,2023,NEXT,20F/45E+/114Y
39M,N77571,7571,2023,NEXT,20F/45E+/114Y
39M,N77572,7572,2023,NEXT,20F/45E+/114Y
39M,N77573,7573,2023,NEXT,20F/45E+/114Y
39M,N17574,7574,2023,NEXT,20F/45E+/114Y
39M,N77575,7575,2023,NEXT,20F/45E+/114Y
39M,N77576,7576,2023,NEXT,20F/45E+/114Y
39M,N37577,7577,2023,NEXT,20F/45E+/114Y
39M,N77578,7578,2023,NEXT,20F/45E+/114Y
39M,N77579,7579,2023,NEXT,20F/45E+/114Y
,,,,,
Old 75B,Scimitars,Upper,New 75S,pmCO Interntnl ,"pmCO fleet numbers 0xxx, 3xxx on United.com"
752,N58101 ,3101 ,1994,New Intl,16J/42E+/118Y
752,N14102 ,3102 ,1994,New Intl,16J/42E+/118Y
752,N33103,3103 ,1994,New Intl,16J/42E+/118Y
752,N17104 ,3104 ,1994,New Intl,16J/42E+/118Y
752,N17105 ,3105 ,1994,New Intl,16J/42E+/118Y
752,N14106 ,3106 ,1994,New Intl,16J/42E+/118Y
752,N14107 ,3107 ,1994,New Intl,16J/42E+/118Y
752,N21108 ,3108 ,1994,New Intl,16J/42E+/118Y
752,N12109 ,3109 ,1994,New Intl,16J/42E+/118Y
752,N13110 ,3110 ,1994,New Intl,16J/42E+/118Y
752,N57111 ,3111 ,1994,New Intl,16J/42E+/118Y
752,N18112 ,3112 ,1995,New Intl,16J/42E+/118Y
752,N13113 ,3113 ,1995,New Intl,16J/42E+/118Y
752,N12114 ,3114 ,1995,New Intl,16J/42E+/118Y
752,N14115 ,3115 ,1995,New Intl,16J/42E+/118Y
752,N12116 ,3116 ,1997,New Intl,16J/42E+/118Y
752,N19117 ,3117 ,1996,New Intl,16J/42E+/118Y
752,N14118 ,3118 ,1997,New Intl,16J/42E+/118Y
752,N18119 ,3119 ,1997,New Intl,16J/42E+/118Y
752,N14120 ,3120 ,1997,New Intl,16J/42E+/118Y
752,N14121 ,3121 ,1997,Intl Flat,16J/45E+/108Y
752,N17122,3122,1998,New Intl,16J/42E+/118Y
752,N29124 ,3124 ,1998,New Intl,16J/42E+/118Y
752,N12125 ,3125 ,1998,New Intl,16J/42E+/118Y
752,N17126 ,3126 ,1998,New Intl,16J/42E+/118Y
752,N48127 ,3127 ,1998,New Intl,16J/42E+/118Y
752,N17128 ,3128 ,1998,New Intl,16J/42E+/118Y
752,N29129 ,3129 ,1998,New Intl,16J/42E+/118Y
752,N19130 ,3130 ,1998,New Intl,16J/42E+/118Y
752,N34131 ,3131 ,1998,New Intl,16J/42E+/118Y
752,N33132 ,3132 ,1998,New Intl,16J/42E+/118Y
752,N17133 ,3133 ,1998,New Intl,16J/42E+/118Y
752,N67134 ,3134 ,1999,New Intl,16J/42E+/118Y
752,N41135 ,3135 ,1999,New Intl,16J/42E+/118Y
752,N19136 ,3136 ,1999,New Intl,16J/42E+/118Y
752,N34137 ,3137 ,1999,New Intl,16J/42E+/118Y
752,N13138 ,3138 ,1999,New Intl,16J/42E+/118Y
752,N17139 ,3139 ,2000,New Intl,16J/42E+/118Y
752,N41140 ,3140 ,2000,New Intl,16J/42E+/118Y
752,N19141 ,3141 ,2000,New Intl,16J/42E+/118Y
,,,,,
319,N801UA,4001,1997,NEXT,12F/36E+/78Y
319,N802UA,4002,1997,SL/NewF,12F/36E+/78Y
319,N803UA,4003,1997,SL/NewF,12F/36E+/78Y
319,N804UA,4004,1997,SL/NewF,12F/36E+/78Y
319,N805UA,4005,1998,SL/NewF,12F/36E+/78Y
319,N806UA,4006,1998,SL/NewF,12F/36E+/78Y
319,N807UA,4007,1998,SL/NewF,12F/36E+/78Y
319,N808UA,4008,1998,SL/NewF,12F/36E+/78Y
319,N809UA,4009,1998,SL/NewF,12F/36E+/78Y
319,N810UA,4010,1998,SL/NewF,12F/36E+/78Y
319,N811UA,4011,1998,SL/NewF,12F/36E+/78Y
319,N812UA,4012,1998,SL/NewF,12F/36E+/78Y
319,N813UA,4013,1998,SL/NewF,12F/36E+/78Y
319,N814UA,4014,1998,NEXT,12F/36E+/78Y
319,N815UA,4015,1998,SL/NewF,12F/36E+/78Y
319,N816UA,4016,1998,NEXT,12F/36E+/78Y
319,N817UA,4017,1998,NEXT,12F/36E+/78Y
319,N818UA,4018,1998,SL/NewF,12F/36E+/78Y
319,N819UA,4019,1998,NEXT,12F/36E+/78Y
319,N820UA,4020,1998,NEXT,12F/36E+/78Y
319,N821UA,4021,1999,SL/NewF,12F/36E+/78Y
319,N822UA,4022,1999,NEXT,12F/36E+/78Y
319,N823UA,4023,1999,SL/NewF,12F/36E+/78Y
319,N824UA,4024,1999,NEXT,12F/36E+/78Y
319,N825UA,4025,1999,NEXT,12F/36E+/78Y
319,N826UA,4026,1999,NEXT,12F/36E+/78Y
319,N827UA,4027,1999,SL/NewF,12F/36E+/78Y
319,N828UA,4028,1999,NEXT,12F/36E+/78Y
319,N829UA,4029,2000,SL/NewF,12F/36E+/78Y
319,N830UA,4030,2000,SL/NewF,12F/36E+/78Y
319,N831UA,4031,2000,SL/NewF,12F/36E+/78Y
319,N832UA,4032,2000,NEXT,12F/36E+/78Y
319,N833UA,4033,2001,SL/NewF,12F/36E+/78Y
319,N834UA,4034,2001,NEXT,12F/36E+/78Y
319,N835UA,4035,2001,NEXT,12F/36E+/78Y
319,N836UA,4036,2001,NEXT,12F/36E+/78Y
319,N837UA,4037,2001,SL/NewF,12F/36E+/78Y
319,N838UA,4038,2001,SL/NewF,12F/36E+/78Y
319,N839UA,4039,2001,NEXT,12F/36E+/78Y
319,N840UA,4040,2001,NEXT,12F/36E+/78Y
319,N841UA,4041,2001,NEXT,12F/36E+/78Y
319,N842UA,4042,2001,SL/NewF,12F/36E+/78Y
319,N843UA,4043,2001,SL/NewF,12F/36E+/78Y
319,N844UA ,4044,2001,SL/NewF,12F/36E+/78Y
319,N845UA,4045,2001,SL/NewF,12F/36E+/78Y
319,N846UA,4046,2001,SL/NewF,12F/36E+/78Y
319,N847UA,4047,2001,SL/NewF,12F/36E+/78Y
319,N848UA,4048,2002,SL/NewF,12F/36E+/78Y
319,N849UA,4049,2002,SL/NewF,12F/36E+/78Y
319,N850UA,4050,2002,SL/NewF,12F/36E+/78Y
319,N851UA,4051,2002,SL/NewF,12F/36E+/78Y
319,N852UA,4052,2002,SL/NewF,12F/36E+/78Y
319,N853UA,4053,2002,SL/NewF,12F/36E+/78Y
319,N854UA,4054,2002,SL/NewF,12F/36E+/78Y
319,N855UA,4055,2002,SL/NewF,12F/36E+/78Y
19G,UA  Dlv Year 2016,AC#,Orig Dlvr Year,UA Year 2017,Aft Lav/Galley different
319,N871UA,4871,2003,SL/NewF,12F/36E+/78Y
319,N872UA,4872,2003,SL/NewF,12F/36E+/78Y
319,N873UA,4873,2003,SL/NewF,12F/36E+/78Y
319,N874UA,4874,2003,SL/NewF,12F/36E+/78Y
319,N875UA,4875,2004,SL/NewF,12F/36E+/78Y
319,N876UA,4876,2004,SL/NewF,12F/36E+/78Y
319,N877UA,4877,2004,SL/NewF,12F/36E+/78Y
319,N878UA,4878,2005,SL/NewF,12F/36E+/78Y
319,N879UA,4879,2005,SL/NewF,12F/36E+/78Y
319,N880UA,4880,2007,SL/NewF,12F/36E+/78Y
319,N881UA,4881,2005,SL/NewF,12F/36E+/78Y
319,N882UA,4882,2004,SL/NewF,12F/36E+/78Y
319,N883UA,4883,2004,SL/NewF,12F/36E+/78Y
319,N884UA,4884,2004,SL/NewF,12F/36E+/78Y
319,N4888U,4888,2007,SL/NewF,12F/36E+/78Y
319,N889UA,4889,2006,SL/NewF,12F/36E+/78Y
319,N890UA,4890,2006,SL/NewF,12F/36E+/78Y
319,N891UA,4891,2006,SL/NewF,12F/36E+/78Y
319,N892UA,4892,2006,SL/NewF,12F/36E+/78Y
319,N893UA,4893,2006,NEXT,12F/36E+/78Y
319,N894UA,4894,2006,SL/NewF,12F/36E+/78Y
319,N895UA,4895,2007,SL/NewF,12F/36E+/78Y
319,N896UA,4896,2007,SL/NewF,12F/36E+/78Y
319,N897UA,4897,2007,SL/NewF,12F/36E+/78Y
319,N898UA,4898,2007,NEXT,12F/36E+/78Y
319,N899UA,4899,2007,SL/NewF,12F/36E+/78Y
,,,,,
753,N75851,3851,2001,,24F/54E+/156Y
753,N57852,3852,2001,,24F/54E+/156Y
753,N75853,3853,2002,,24F/54E+/156Y
753,N75854,3854,2002,,24F/54E+/156Y
753,N57855,3855,2004,,24F/54E+/156Y
753,N74856,3856,2004,,24F/54E+/156Y
753,N57857,3857,2004,,24F/54E+/156Y
753,N75858,3858,2004,,24F/54E+/156Y
753,N56859,3859,2004,,24F/54E+/156Y
75E,Original ATA,AC#,Original Delivery,,Became UA 2005
753,N73860,3860,2001,,24F/54E+/156Y
753,N75861,3861,2001,,24F/54E+/156Y
753,N57862,3862,2001,,24F/54E+/156Y
753,N57863,3863,2001,,24F/54E+/156Y
753,N57864,3864,2001,,24F/54E+/156Y
753,N77865,3865,2002,,24F/54E+/156Y
753,N78866,3866,2002,,24F/54E+/156Y
753,N77867,3867,2002,,24F/54E+/156Y
753,N57868,3868,2002,,24F/54E+/156Y
753,N57869,3869,2002,,24F/54E+/156Y
753,N57870,3870,2003,,24F/54E+/156Y
753,N77871,3871,2003,,24F/54E+/156Y
,,,,,
21N,N44501,4501,2023,NEXT,20F/57E+/123Y
21N,N14502,4502,2023,NEXT,20F/57E+/123Y
21N,N14503,4503,2024,NEXT,20F/57E+/123Y
21N,N14504,4504,2024,NEXT,20F/57E+/123Y
21N,N24505,4505,2023,NEXT,20F/57E+/123Y
21N,N14506,4506,2024,NEXT,20F/57E+/123Y
21N,N14507,4507,2024,NEXT,20F/57E+/123Y
21N,N14511,4511,2024,NEXT,20F/57E+/123Y
,,,,,
763ER,N641UA,6441,1991,Polaris/PP,30J/24PP/32E+/113Y
763ER,N642UA,6442,1991,Polaris/PP,30J/24PP/32E+/113Y
763ER,N643UA,6443,1991,Polaris/PP,30J/24PP/32E+/113Y
763ER,N644UA,6444,1991,Polaris/PP,30J/24PP/32E+/113Y
763ER,N647UA,6447,1992,Polaris/PP,30J/24PP/32E+/113Y
763ER,N648UA,6448,1992,Polaris/PP,30J/24PP/32E+/113Y
763ER,N649UA,6449,1992,Polaris/PP,30J/24PP/32E+/113Y
763ER,N651UA,6451,1992,Polaris/PP,30J/24PP/32E+/113Y
763ER,N654UA,6454,1992,Polaris/PP,30J/24PP/32E+/113Y
763ER,N655UA,6455,1992,Polaris/PP,30J/24PP/32E+/113Y
763ER,N656UA,6456,1993,Polaris/PP,30J/24PP/32E+/113Y
763ER,N659UA,6459,1993,Polaris/PP,30J/24PP/32E+/113Y
763ER,N660UA,6460,1993,Polaris/PP,30J/24PP/32E+/113Y
76L,Ex-HAL,toUA,Dlvrd,767-300ER,High J + PP
763ER,N652UA,6452,1992,H Polaris/PE,46J/22PE/43E+/56Y
