date,temperature_2m,relative_humidity_2m,precipitation,pressure_msl,cloud_cover,wind_speed_10m
2024-05-18 00:00:00+00:00,18.511143,18.511143,18.511143,18.511143,18.511143,18.511143
2024-05-18 01:00:00+00:00,17.581125,17.581125,17.581125,17.581125,17.581125,17.581125
2024-05-18 02:00:00+00:00,14.685176,14.685176,14.685176,14.685176,14.685176,14.685176
2024-05-18 03:00:00+00:00,12.9249525,12.9249525,12.9249525,12.9249525,12.9249525,12.9249525
2024-05-18 04:00:00+00:00,6.9527545,6.9527545,6.9527545,6.9527545,6.9527545,6.9527545
2024-05-18 05:00:00+00:00,3.319036,3.319036,3.319036,3.319036,3.319036,3.319036
2024-05-18 06:00:00+00:00,2.4149535,2.4149535,2.4149535,2.4149535,2.4149535,2.4149535
2024-05-18 07:00:00+00:00,6.9527545,6.9527545,6.9527545,6.9527545,6.9527545,6.9527545
2024-05-18 08:00:00+00:00,6.830519,6.830519,6.830519,6.830519,6.830519,6.830519
2024-05-18 09:00:00+00:00,5.0142193,5.0142193,5.0142193,5.0142193,5.0142193,5.0142193
2024-05-18 10:00:00+00:00,4.5536795,4.5536795,4.5536795,4.5536795,4.5536795,4.5536795
2024-05-18 11:00:00+00:00,6.193674,6.193674,6.193674,6.193674,6.193674,6.193674
2024-05-18 12:00:00+00:00,6.9153743,6.9153743,6.9153743,6.9153743,6.9153743,6.9153743
2024-05-18 13:00:00+00:00,7.145796,7.145796,7.145796,7.145796,7.145796,7.145796
2024-05-18 14:00:00+00:00,4.510787,4.510787,4.510787,4.510787,4.510787,4.510787
2024-05-18 15:00:00+00:00,1.8,1.8,1.8,1.8,1.8,1.8
2024-05-18 16:00:00+00:00,2.1897945,2.1897945,2.1897945,2.1897945,2.1897945,2.1897945
2024-05-18 17:00:00+00:00,2.9024127,2.9024127,2.9024127,2.9024127,2.9024127,2.9024127
2024-05-18 18:00:00+00:00,3.671294,3.671294,3.671294,3.671294,3.671294,3.671294
2024-05-18 19:00:00+00:00,6.763786,6.763786,6.763786,6.763786,6.763786,6.763786
2024-05-18 20:00:00+00:00,9.085988,9.085988,9.085988,9.085988,9.085988,9.085988
2024-05-18 21:00:00+00:00,9.178235,9.178235,9.178235,9.178235,9.178235,9.178235
2024-05-18 22:00:00+00:00,13.53236,13.53236,13.53236,13.53236,13.53236,13.53236
2024-05-18 23:00:00+00:00,16.516901,16.516901,16.516901,16.516901,16.516901,16.516901
2024-05-19 00:00:00+00:00,18.345877,18.345877,18.345877,18.345877,18.345877,18.345877
2024-05-19 01:00:00+00:00,17.026896,17.026896,17.026896,17.026896,17.026896,17.026896
2024-05-19 02:00:00+00:00,14.561099,14.561099,14.561099,14.561099,14.561099,14.561099
2024-05-19 03:00:00+00:00,14.917212,14.917212,14.917212,14.917212,14.917212,14.917212
2024-05-19 04:00:00+00:00,11.542478,11.542478,11.542478,11.542478,11.542478,11.542478
2024-05-19 05:00:00+00:00,7.5685663,7.5685663,7.5685663,7.5685663,7.5685663,7.5685663
2024-05-19 06:00:00+00:00,4.5820518,4.5820518,4.5820518,4.5820518,4.5820518,4.5820518
2024-05-19 07:00:00+00:00,6.830519,6.830519,6.830519,6.830519,6.830519,6.830519
2024-05-19 08:00:00+00:00,7.653705,7.653705,7.653705,7.653705,7.653705,7.653705
2024-05-19 09:00:00+00:00,7.4128532,7.4128532,7.4128532,7.4128532,7.4128532,7.4128532
2024-05-19 10:00:00+00:00,4.1046314,4.1046314,4.1046314,4.1046314,4.1046314,4.1046314
2024-05-19 11:00:00+00:00,2.4149535,2.4149535,2.4149535,2.4149535,2.4149535,2.4149535
2024-05-19 12:00:00+00:00,6.0347,6.0347,6.0347,6.0347,6.0347,6.0347
2024-05-19 13:00:00+00:00,4.6938257,4.6938257,4.6938257,4.6938257,4.6938257,4.6938257
2024-05-19 14:00:00+00:00,6.9247384,6.9247384,6.9247384,6.9247384,6.9247384,6.9247384
2024-05-19 15:00:00+00:00,9.746631,9.746631,9.746631,9.746631,9.746631,9.746631
2024-05-19 16:00:00+00:00,12.605142,12.605142,12.605142,12.605142,12.605142,12.605142
2024-05-19 17:00:00+00:00,12.261158,12.261158,12.261158,12.261158,12.261158,12.261158
2024-05-19 18:00:00+00:00,12.959999,12.959999,12.959999,12.959999,12.959999,12.959999
2024-05-19 19:00:00+00:00,16.203999,16.203999,16.203999,16.203999,16.203999,16.203999
2024-05-19 20:00:00+00:00,20.008356,20.008356,20.008356,20.008356,20.008356,20.008356
2024-05-19 21:00:00+00:00,21.862406,21.862406,21.862406,21.862406,21.862406,21.862406
2024-05-19 22:00:00+00:00,24.795612,24.795612,24.795612,24.795612,24.795612,24.795612
2024-05-19 23:00:00+00:00,28.503725,28.503725,28.503725,28.503725,28.503725,28.503725
2024-05-20 00:00:00+00:00,31.557035,31.557035,31.557035,31.557035,31.557035,31.557035
2024-05-20 01:00:00+00:00,12.4811535,12.4811535,12.4811535,12.4811535,12.4811535,12.4811535
2024-05-20 02:00:00+00:00,13.0447235,13.0447235,13.0447235,13.0447235,13.0447235,13.0447235
2024-05-20 03:00:00+00:00,12.224107,12.224107,12.224107,12.224107,12.224107,12.224107
2024-05-20 04:00:00+00:00,11.901798,11.901798,11.901798,11.901798,11.901798,11.901798
2024-05-20 05:00:00+00:00,13.493999,13.493999,13.493999,13.493999,13.493999,13.493999
2024-05-20 06:00:00+00:00,15.629971,15.629971,15.629971,15.629971,15.629971,15.629971
2024-05-20 07:00:00+00:00,17.114204,17.114204,17.114204,17.114204,17.114204,17.114204
2024-05-20 08:00:00+00:00,17.551615,17.551615,17.551615,17.551615,17.551615,17.551615
2024-05-20 09:00:00+00:00,15.2947035,15.2947035,15.2947035,15.2947035,15.2947035,15.2947035
2024-05-20 10:00:00+00:00,11.183201,11.183201,11.183201,11.183201,11.183201,11.183201
2024-05-20 11:00:00+00:00,11.988594,11.988594,11.988594,11.988594,11.988594,11.988594
2024-05-20 12:00:00+00:00,11.808878,11.808878,11.808878,11.808878,11.808878,11.808878
2024-05-20 13:00:00+00:00,11.384198,11.384198,11.384198,11.384198,11.384198,11.384198
2024-05-20 14:00:00+00:00,7.754637,7.754637,7.754637,7.754637,7.754637,7.754637
2024-05-20 15:00:00+00:00,5.3999996,5.3999996,5.3999996,5.3999996,5.3999996,5.3999996
2024-05-20 16:00:00+00:00,4.8965297,4.8965297,4.8965297,4.8965297,4.8965297,4.8965297
2024-05-20 17:00:00+00:00,4.6938252,4.6938252,4.6938252,4.6938252,4.6938252,4.6938252
2024-05-20 18:00:00+00:00,8.209263,8.209263,8.209263,8.209263,8.209263,8.209263
2024-05-20 19:00:00+00:00,9.605998,9.605998,9.605998,9.605998,9.605998,9.605998
2024-05-20 20:00:00+00:00,10.853866,10.853866,10.853866,10.853866,10.853866,10.853866
2024-05-20 21:00:00+00:00,14.440443,14.440443,14.440443,14.440443,14.440443,14.440443
2024-05-20 22:00:00+00:00,18.0036,18.0036,18.0036,18.0036,18.0036,18.0036
2024-05-20 23:00:00+00:00,15.03835,15.03835,15.03835,15.03835,15.03835,15.03835
2024-05-21 00:00:00+00:00,11.542478,11.542478,11.542478,11.542478,11.542478,11.542478
2024-05-21 01:00:00+00:00,10.8955765,10.8955765,10.8955765,10.8955765,10.8955765,10.8955765
2024-05-21 02:00:00+00:00,6.6185193,6.6185193,6.6185193,6.6185193,6.6185193,6.6185193
2024-05-21 03:00:00+00:00,6.1305785,6.1305785,6.1305785,6.1305785,6.1305785,6.1305785
2024-05-21 04:00:00+00:00,7.10031,7.10031,7.10031,7.10031,7.10031,7.10031
2024-05-21 05:00:00+00:00,6.6185193,6.6185193,6.6185193,6.6185193,6.6185193,6.6185193
2024-05-21 06:00:00+00:00,7.5685663,7.5685663,7.5685663,7.5685663,7.5685663,7.5685663
2024-05-21 07:00:00+00:00,7.928178,7.928178,7.928178,7.928178,7.928178,7.928178
2024-05-21 08:00:00+00:00,7.5942073,7.5942073,7.5942073,7.5942073,7.5942073,7.5942073
2024-05-21 09:00:00+00:00,5.771239,5.771239,5.771239,5.771239,5.771239,5.771239
2024-05-21 10:00:00+00:00,3.5455887,3.5455887,3.5455887,3.5455887,3.5455887,3.5455887
2024-05-21 11:00:00+00:00,3.8939953,3.8939953,3.8939953,3.8939953,3.8939953,3.8939953
2024-05-21 12:00:00+00:00,2.7416782,2.7416782,2.7416782,2.7416782,2.7416782,2.7416782
2024-05-21 13:00:00+00:00,1.9386592,1.9386592,1.9386592,1.9386592,1.9386592,1.9386592
2024-05-21 14:00:00+00:00,1.2979984,1.2979984,1.2979984,1.2979984,1.2979984,1.2979984
2024-05-21 15:00:00+00:00,3.319036,3.319036,3.319036,3.319036,3.319036,3.319036
2024-05-21 16:00:00+00:00,4.6102495,4.6102495,4.6102495,4.6102495,4.6102495,4.6102495
2024-05-21 17:00:00+00:00,6.696387,6.696387,6.696387,6.696387,6.696387,6.696387
2024-05-21 18:00:00+00:00,9.793059,9.793059,9.793059,9.793059,9.793059,9.793059
2024-05-21 19:00:00+00:00,10.163227,10.163227,10.163227,10.163227,10.163227,10.163227
2024-05-21 20:00:00+00:00,11.885453,11.885453,11.885453,11.885453,11.885453,11.885453
2024-05-21 21:00:00+00:00,14.154915,14.154915,14.154915,14.154915,14.154915,14.154915
2024-05-21 22:00:00+00:00,16.167967,16.167967,16.167967,16.167967,16.167967,16.167967
2024-05-21 23:00:00+00:00,13.397612,13.397612,13.397612,13.397612,13.397612,13.397612
2024-05-22 00:00:00+00:00,10.823973,10.823973,10.823973,10.823973,10.823973,10.823973
2024-05-22 01:00:00+00:00,8.209263,8.209263,8.209263,8.209263,8.209263,8.209263
2024-05-22 02:00:00+00:00,7.289445,7.289445,7.289445,7.289445,7.289445,7.289445
2024-05-22 03:00:00+00:00,7.289445,7.289445,7.289445,7.289445,7.289445,7.289445
2024-05-22 04:00:00+00:00,8.311245,8.311245,8.311245,8.311245,8.311245,8.311245
2024-05-22 05:00:00+00:00,9.779817,9.779817,9.779817,9.779817,9.779817,9.779817
2024-05-22 06:00:00+00:00,10.105681,10.105681,10.105681,10.105681,10.105681,10.105681
2024-05-22 07:00:00+00:00,10.086427,10.086427,10.086427,10.086427,10.086427,10.086427
2024-05-22 08:00:00+00:00,11.183201,11.183201,11.183201,11.183201,11.183201,11.183201
2024-05-22 09:00:00+00:00,11.609651,11.609651,11.609651,11.609651,11.609651,11.609651
2024-05-22 10:00:00+00:00,11.720751,11.720751,11.720751,11.720751,11.720751,11.720751
2024-05-22 11:00:00+00:00,12.324414,12.324414,12.324414,12.324414,12.324414,12.324414
2024-05-22 12:00:00+00:00,12.24,12.24,12.24,12.24,12.24,12.24
2024-05-22 13:00:00+00:00,12.682018,12.682018,12.682018,12.682018,12.682018,12.682018
2024-05-22 14:00:00+00:00,13.009903,13.009903,13.009903,13.009903,13.009903,13.009903
2024-05-22 15:00:00+00:00,13.797913,13.797913,13.797913,13.797913,13.797913,13.797913
2024-05-22 16:00:00+00:00,12.015589,12.015589,12.015589,12.015589,12.015589,12.015589
2024-05-22 17:00:00+00:00,9.114471,9.114471,9.114471,9.114471,9.114471,9.114471
2024-05-22 18:00:00+00:00,8.78872,8.78872,8.78872,8.78872,8.78872,8.78872
2024-05-22 19:00:00+00:00,11.457958,11.457958,11.457958,11.457958,11.457958,11.457958
2024-05-22 20:00:00+00:00,14.84318,14.84318,14.84318,14.84318,14.84318,14.84318
2024-05-22 21:00:00+00:00,17.148247,17.148247,17.148247,17.148247,17.148247,17.148247
2024-05-22 22:00:00+00:00,16.831684,16.831684,16.831684,16.831684,16.831684,16.831684
2024-05-22 23:00:00+00:00,14.773164,14.773164,14.773164,14.773164,14.773164,14.773164
2024-05-23 00:00:00+00:00,13.392774,13.392774,13.392774,13.392774,13.392774,13.392774
2024-05-23 01:00:00+00:00,12.594856,12.594856,12.594856,12.594856,12.594856,12.594856
2024-05-23 02:00:00+00:00,12.074766,12.074766,12.074766,12.074766,12.074766,12.074766
2024-05-23 03:00:00+00:00,11.966953,11.966953,11.966953,11.966953,11.966953,11.966953
2024-05-23 04:00:00+00:00,12.0694,12.0694,12.0694,12.0694,12.0694,12.0694
2024-05-23 05:00:00+00:00,12.313893,12.313893,12.313893,12.313893,12.313893,12.313893
2024-05-23 06:00:00+00:00,12.496719,12.496719,12.496719,12.496719,12.496719,12.496719
2024-05-23 07:00:00+00:00,12.682018,12.682018,12.682018,12.682018,12.682018,12.682018
2024-05-23 08:00:00+00:00,12.959999,12.959999,12.959999,12.959999,12.959999,12.959999
2024-05-23 09:00:00+00:00,13.004921,13.004921,13.004921,13.004921,13.004921,13.004921
2024-05-23 10:00:00+00:00,13.202726,13.202726,13.202726,13.202726,13.202726,13.202726
2024-05-23 11:00:00+00:00,13.1041975,13.1041975,13.1041975,13.1041975,13.1041975,13.1041975
2024-05-23 12:00:00+00:00,13.32,13.32,13.32,13.32,13.32,13.32
2024-05-23 13:00:00+00:00,13.441071,13.441071,13.441071,13.441071,13.441071,13.441071
2024-05-23 14:00:00+00:00,13.32,13.32,13.32,13.32,13.32,13.32
2024-05-23 15:00:00+00:00,12.661564,12.661564,12.661564,12.661564,12.661564,12.661564
2024-05-23 16:00:00+00:00,10.538843,10.538843,10.538843,10.538843,10.538843,10.538843
2024-05-23 17:00:00+00:00,8.350138,8.350138,8.350138,8.350138,8.350138,8.350138
2024-05-23 18:00:00+00:00,7.9036193,7.9036193,7.9036193,7.9036193,7.9036193,7.9036193
2024-05-23 19:00:00+00:00,10.514218,10.514218,10.514218,10.514218,10.514218,10.514218
2024-05-23 20:00:00+00:00,14.973577,14.973577,14.973577,14.973577,14.973577,14.973577
2024-05-23 21:00:00+00:00,17.727943,17.727943,17.727943,17.727943,17.727943,17.727943
2024-05-23 22:00:00+00:00,16.42247,16.42247,16.42247,16.42247,16.42247,16.42247
2024-05-23 23:00:00+00:00,13.584932,13.584932,13.584932,13.584932,13.584932,13.584932
2024-05-24 00:00:00+00:00,11.480557,11.480557,11.480557,11.480557,11.480557,11.480557
2024-05-24 01:00:00+00:00,11.457958,11.457958,11.457958,11.457958,11.457958,11.457958
2024-05-24 02:00:00+00:00,12.218805,12.218805,12.218805,12.218805,12.218805,12.218805
2024-05-24 03:00:00+00:00,12.496718,12.496718,12.496718,12.496718,12.496718,12.496718
2024-05-24 04:00:00+00:00,11.681987,11.681987,11.681987,11.681987,11.681987,11.681987
2024-05-24 05:00:00+00:00,10.966713,10.966713,10.966713,10.966713,10.966713,10.966713
2024-05-24 06:00:00+00:00,10.739833,10.739833,10.739833,10.739833,10.739833,10.739833
2024-05-24 07:00:00+00:00,10.948973,10.948973,10.948973,10.948973,10.948973,10.948973
2024-05-24 08:00:00+00:00,11.609651,11.609651,11.609651,11.609651,11.609651,11.609651
2024-05-24 09:00:00+00:00,12.371645,12.371645,12.371645,12.371645,12.371645,12.371645
2024-05-24 10:00:00+00:00,13.797913,13.797913,13.797913,13.797913,13.797913,13.797913
2024-05-24 11:00:00+00:00,15.7908325,15.7908325,15.7908325,15.7908325,15.7908325,15.7908325
2024-05-24 12:00:00+00:00,17.238699,17.238699,17.238699,17.238699,17.238699,17.238699
2024-05-24 13:00:00+00:00,17.414474,17.414474,17.414474,17.414474,17.414474,17.414474
2024-05-24 14:00:00+00:00,16.79314,16.79314,16.79314,16.79314,16.79314,16.79314
2024-05-24 15:00:00+00:00,16.179987,16.179987,16.179987,16.179987,16.179987,16.179987
2024-05-24 16:00:00+00:00,15.986593,15.986593,15.986593,15.986593,15.986593,15.986593
2024-05-24 17:00:00+00:00,16.135872,16.135872,16.135872,16.135872,16.135872,16.135872
2024-05-24 18:00:00+00:00,16.29174,16.29174,16.29174,16.29174,16.29174,16.29174
2024-05-24 19:00:00+00:00,16.489416,16.489416,16.489416,16.489416,16.489416,16.489416
2024-05-24 20:00:00+00:00,17.709658,17.709658,17.709658,17.709658,17.709658,17.709658
2024-05-24 21:00:00+00:00,18.792551,18.792551,18.792551,18.792551,18.792551,18.792551
2024-05-24 22:00:00+00:00,19.694992,19.694992,19.694992,19.694992,19.694992,19.694992
2024-05-24 23:00:00+00:00,20.380579,20.380579,20.380579,20.380579,20.380579,20.380579
2024-05-25 00:00:00+00:00,20.380579,20.380579,20.380579,20.380579,20.380579,20.380579
2024-05-25 01:00:00+00:00,19.694992,19.694992,19.694992,19.694992,19.694992,19.694992
2024-05-25 02:00:00+00:00,18.556595,18.556595,18.556595,18.556595,18.556595,18.556595
2024-05-25 03:00:00+00:00,17.654688,17.654688,17.654688,17.654688,17.654688,17.654688
2024-05-25 04:00:00+00:00,17.58481,17.58481,17.58481,17.58481,17.58481,17.58481
2024-05-25 05:00:00+00:00,18.03237,18.03237,18.03237,18.03237,18.03237,18.03237
2024-05-25 06:00:00+00:00,18.043148,18.043148,18.043148,18.043148,18.043148,18.043148
2024-05-25 07:00:00+00:00,17.555307,17.555307,17.555307,17.555307,17.555307,17.555307
2024-05-25 08:00:00+00:00,16.746773,16.746773,16.746773,16.746773,16.746773,16.746773
2024-05-25 09:00:00+00:00,16.1198,16.1198,16.1198,16.1198,16.1198,16.1198
2024-05-25 10:00:00+00:00,16.179985,16.179985,16.179985,16.179985,16.179985,16.179985
2024-05-25 11:00:00+00:00,16.394829,16.394829,16.394829,16.394829,16.394829,16.394829
2024-05-25 12:00:00+00:00,16.62249,16.62249,16.62249,16.62249,16.62249,16.62249
2024-05-25 13:00:00+00:00,17.076298,17.076298,17.076298,17.076298,17.076298,17.076298
2024-05-25 14:00:00+00:00,18.11841,18.11841,18.11841,18.11841,18.11841,18.11841
2024-05-25 15:00:00+00:00,18.58451,18.58451,18.58451,18.58451,18.58451,18.58451
2024-05-25 16:00:00+00:00,18.455048,18.455048,18.455048,18.455048,18.455048,18.455048
2024-05-25 17:00:00+00:00,18.214718,18.214718,18.214718,18.214718,18.214718,18.214718
2024-05-25 18:00:00+00:00,18.345877,18.345877,18.345877,18.345877,18.345877,18.345877
2024-05-25 19:00:00+00:00,19.48661,19.48661,19.48661,19.48661,19.48661,19.48661
